id|conexion|vel_conexion|TV
97151|FIBRA|50MB|tv-futbol
97152|FIBRA|200MB|tv-familiar
97153|FIBRA|600MB|tv-futbol
97154|FIBRA|50MB|tv-familiar
97155|ADSL|35MB|tv-total
97156|ADSL|20MB|tv-familiar
97157|ADSL|20MB|tv-futbol
97158|ADSL|35MB|tv-familiar
97159|FIBRA|600MB|tv-familiar
97160|ADSL|15MB|tv-familiar
97161|FIBRA|50MB|tv-futbol
97162|FIBRA|200MB|tv-futbol
97163|ADSL|20MB|tv-futbol
97164|FIBRA|300MB|tv-futbol
97165|FIBRA|300MB|tv-familiar
97166|ADSL|20MB|tv-futbol
97167|ADSL|10MB|tv-futbol
97168|ADSL|15MB|tv-futbol
97169|FIBRA|50MB|tv-familiar
97170|ADSL|15MB|tv-futbol
97171|FIBRA|50MB|tv-familiar
97172|FIBRA|100MB|tv-total
97173|FIBRA|200MB|tv-futbol
97174|ADSL|20MB|tv-futbol
97175|FIBRA|200MB|tv-futbol
97176|ADSL|15MB|tv-futbol
97177|ADSL|35MB|tv-familiar
97178|ADSL|20MB|tv-familiar
97179|FIBRA|50MB|tv-total
97180|FIBRA|100MB|tv-familiar
97181|ADSL|25MB|tv-futbol
97182|ADSL|20MB|tv-futbol
97184|FIBRA|600MB|tv-futbol
97185|FIBRA|50MB|tv-futbol
97186|ADSL|10MB|tv-futbol
97187|ADSL|25MB|tv-familiar
97188|ADSL|35MB|tv-futbol
97189|ADSL|35MB|tv-total
97190|ADSL|30MB|tv-familiar
97191|ADSL|20MB|tv-familiar
97192|FIBRA|200MB|tv-futbol
97193|FIBRA|600MB|tv-futbol
97194|FIBRA|50MB|tv-familiar
97195|ADSL|35MB|tv-total
97196|FIBRA|50MB|tv-familiar
97197|ADSL|20MB|tv-familiar
97198|FIBRA|200MB|tv-futbol
97199|FIBRA|600MB|tv-familiar
97200|ADSL|30MB|tv-futbol
97201|ADSL|25MB|tv-futbol
97202|ADSL|25MB|tv-futbol
97203|FIBRA|300MB|tv-futbol
97204|FIBRA|300MB|tv-familiar
97205|FIBRA|50MB|tv-futbol
97206|ADSL|15MB|tv-familiar
97207|ADSL|25MB|tv-futbol
97208|FIBRA|100MB|tv-futbol
97209|FIBRA|600MB|tv-futbol
97211|FIBRA|200MB|tv-familiar
97212|FIBRA|100MB|tv-futbol
97213|FIBRA|200MB|tv-futbol
97214|FIBRA|300MB|tv-futbol
97215|FIBRA|50MB|tv-familiar
97216|FIBRA|100MB|tv-familiar
97217|FIBRA|100MB|tv-futbol
97218|FIBRA|200MB|tv-familiar
97219|ADSL|20MB|tv-familiar
97220|ADSL|25MB|tv-familiar
97222|ADSL|10MB|tv-futbol
97223|FIBRA|300MB|tv-futbol
97224|FIBRA|50MB|tv-futbol
97225|FIBRA|50MB|tv-futbol
97226|ADSL|30MB|tv-familiar
97227|FIBRA|300MB|tv-futbol
97228|ADSL|30MB|tv-total
97229|ADSL|10MB|tv-futbol
97230|ADSL|30MB|tv-futbol
97231|FIBRA|600MB|tv-familiar
97232|FIBRA|200MB|tv-futbol
97233|FIBRA|200MB|tv-total
97234|ADSL|25MB|tv-futbol
97235|ADSL|20MB|tv-familiar
97236|ADSL|35MB|tv-familiar
97237|ADSL|10MB|tv-futbol
97238|ADSL|30MB|tv-futbol
97239|ADSL|20MB|tv-futbol
97240|ADSL|20MB|tv-familiar
97241|ADSL|15MB|tv-familiar
97242|FIBRA|50MB|tv-familiar
97243|FIBRA|50MB|tv-familiar
97244|FIBRA|300MB|tv-total
97245|FIBRA|200MB|tv-futbol
97246|FIBRA|100MB|tv-futbol
97247|FIBRA|100MB|tv-futbol
97248|ADSL|25MB|tv-futbol
97249|FIBRA|300MB|tv-futbol
97250|ADSL|30MB|tv-familiar
97251|FIBRA|600MB|tv-familiar
97252|FIBRA|50MB|tv-futbol
97253|FIBRA|50MB|tv-futbol
97254|ADSL|30MB|tv-futbol
97255|FIBRA|100MB|tv-total
97256|ADSL|35MB|tv-futbol
97257|FIBRA|600MB|tv-futbol
97258|ADSL|20MB|tv-futbol
97259|FIBRA|600MB|tv-familiar
97260|FIBRA|200MB|tv-total
97261|FIBRA|300MB|tv-familiar
97262|ADSL|15MB|tv-futbol
97263|ADSL|25MB|tv-total
97264|ADSL|10MB|tv-futbol
97265|ADSL|15MB|tv-futbol
97266|FIBRA|50MB|tv-familiar
97267|ADSL|20MB|tv-familiar
97268|FIBRA|100MB|tv-total
97269|FIBRA|300MB|tv-total
97270|FIBRA|100MB|tv-familiar
97271|FIBRA|100MB|tv-futbol
97272|FIBRA|600MB|tv-total
97273|FIBRA|100MB|tv-familiar
97274|ADSL|35MB|tv-familiar
97275|FIBRA|600MB|tv-familiar
97276|FIBRA|200MB|tv-futbol
97277|ADSL|30MB|tv-futbol
97278|FIBRA|300MB|tv-futbol
97279|ADSL|15MB|tv-familiar
97280|FIBRA|600MB|tv-total
97281|FIBRA|200MB|tv-futbol
97282|FIBRA|100MB|tv-familiar
97283|ADSL|30MB|tv-futbol
97284|ADSL|10MB|tv-futbol
97285|FIBRA|300MB|tv-total
97286|ADSL|15MB|tv-futbol
97287|FIBRA|100MB|tv-futbol
97288|FIBRA|50MB|tv-futbol
97289|FIBRA|600MB|tv-futbol
97291|ADSL|10MB|tv-futbol
97292|FIBRA|100MB|tv-futbol
97293|FIBRA|300MB|tv-futbol
97294|ADSL|20MB|tv-familiar
97295|FIBRA|100MB|tv-futbol
97296|FIBRA|600MB|tv-futbol
97297|ADSL|30MB|tv-futbol
97298|FIBRA|600MB|tv-futbol
97299|FIBRA|300MB|tv-familiar
97300|ADSL|25MB|tv-futbol
97301|FIBRA|100MB|tv-total
97302|FIBRA|100MB|tv-familiar
97303|FIBRA|200MB|tv-familiar
97304|FIBRA|300MB|tv-total
97305|FIBRA|100MB|tv-total
97306|FIBRA|50MB|tv-futbol
97307|FIBRA|600MB|tv-futbol
97308|ADSL|10MB|tv-futbol
97309|ADSL|25MB|tv-futbol
97310|ADSL|30MB|tv-familiar
97311|FIBRA|300MB|tv-familiar
97312|ADSL|15MB|tv-familiar
97313|ADSL|15MB|tv-familiar
97314|ADSL|30MB|tv-familiar
97315|FIBRA|300MB|tv-futbol
97316|FIBRA|300MB|tv-futbol
97317|ADSL|10MB|tv-familiar
97318|ADSL|30MB|tv-futbol
97319|FIBRA|600MB|tv-familiar
97320|FIBRA|600MB|tv-total
97321|ADSL|20MB|tv-futbol
97322|ADSL|35MB|tv-familiar
97323|ADSL|10MB|tv-familiar
97324|ADSL|10MB|tv-familiar
97325|FIBRA|200MB|tv-familiar
97326|ADSL|25MB|tv-total
97327|ADSL|15MB|tv-familiar
97328|ADSL|15MB|tv-total
97329|FIBRA|300MB|tv-familiar
97330|FIBRA|50MB|tv-familiar
97331|ADSL|25MB|tv-futbol
97332|FIBRA|100MB|tv-futbol
97333|ADSL|15MB|tv-futbol
97334|ADSL|20MB|tv-futbol
97335|ADSL|35MB|tv-futbol
97337|ADSL|35MB|tv-familiar
97338|FIBRA|600MB|tv-futbol
97339|ADSL|10MB|tv-futbol
97340|ADSL|25MB|tv-futbol
97341|FIBRA|200MB|tv-futbol
97342|ADSL|30MB|tv-futbol
97343|FIBRA|200MB|tv-familiar
97344|FIBRA|300MB|tv-futbol
97345|FIBRA|300MB|tv-futbol
97346|FIBRA|300MB|tv-futbol
97347|FIBRA|300MB|tv-familiar
97348|ADSL|15MB|tv-futbol
97350|ADSL|10MB|tv-futbol
97351|ADSL|35MB|tv-futbol
97352|FIBRA|200MB|tv-futbol
97353|FIBRA|600MB|tv-futbol
97354|ADSL|30MB|tv-familiar
97355|ADSL|25MB|tv-familiar
97356|ADSL|20MB|tv-total
97357|ADSL|30MB|tv-familiar
97358|FIBRA|200MB|tv-familiar
97359|FIBRA|100MB|tv-familiar
97360|ADSL|25MB|tv-futbol
97361|FIBRA|600MB|tv-total
97363|FIBRA|600MB|tv-total
97364|FIBRA|300MB|tv-total
97365|ADSL|25MB|tv-futbol
97366|ADSL|30MB|tv-futbol
97367|ADSL|10MB|tv-total
97368|ADSL|25MB|tv-futbol
97369|FIBRA|50MB|tv-futbol
97370|ADSL|30MB|tv-familiar
97371|FIBRA|600MB|tv-familiar
97372|FIBRA|100MB|tv-familiar
97373|FIBRA|300MB|tv-total
97374|ADSL|20MB|tv-futbol
97375|ADSL|15MB|tv-futbol
97376|FIBRA|50MB|tv-familiar
97377|ADSL|25MB|tv-futbol
97378|ADSL|35MB|tv-familiar
97379|FIBRA|50MB|tv-familiar
97380|FIBRA|300MB|tv-total
97381|FIBRA|300MB|tv-futbol
97382|ADSL|35MB|tv-total
97383|ADSL|15MB|tv-futbol
97384|ADSL|35MB|tv-total
97385|FIBRA|600MB|tv-total
97386|FIBRA|300MB|tv-total
97387|FIBRA|100MB|tv-familiar
97388|FIBRA|50MB|tv-futbol
97389|FIBRA|50MB|tv-futbol
97390|ADSL|35MB|tv-futbol
97391|FIBRA|200MB|tv-familiar
97392|ADSL|25MB|tv-total
97393|ADSL|20MB|tv-familiar
97394|ADSL|20MB|tv-futbol
97395|ADSL|10MB|tv-familiar
97396|FIBRA|200MB|tv-futbol
97397|ADSL|15MB|tv-familiar
97398|ADSL|20MB|tv-familiar
97399|ADSL|35MB|tv-total
97400|ADSL|20MB|tv-familiar
97401|FIBRA|300MB|tv-futbol
97402|ADSL|15MB|tv-familiar
97403|FIBRA|600MB|tv-familiar
97404|ADSL|35MB|tv-familiar
97405|ADSL|15MB|tv-familiar
97406|FIBRA|200MB|tv-futbol
97407|FIBRA|600MB|tv-familiar
97408|ADSL|10MB|tv-familiar
97409|ADSL|35MB|tv-total
97410|ADSL|25MB|tv-futbol
97411|ADSL|35MB|tv-futbol
97412|ADSL|20MB|tv-familiar
97413|FIBRA|100MB|tv-familiar
97414|FIBRA|50MB|tv-familiar
97415|FIBRA|600MB|tv-familiar
97416|ADSL|10MB|tv-familiar
97417|FIBRA|200MB|tv-familiar
97418|FIBRA|600MB|tv-familiar
97419|ADSL|10MB|tv-futbol
97420|FIBRA|300MB|tv-futbol
97421|FIBRA|200MB|tv-total
97422|FIBRA|200MB|tv-futbol
97423|FIBRA|300MB|tv-total
97424|ADSL|30MB|tv-total
97425|FIBRA|100MB|tv-familiar
97426|FIBRA|200MB|tv-total
97427|ADSL|15MB|tv-futbol
97428|FIBRA|200MB|tv-futbol
97429|ADSL|20MB|tv-futbol
97430|ADSL|20MB|tv-futbol
97431|ADSL|20MB|tv-futbol
97432|ADSL|10MB|tv-futbol
97433|FIBRA|600MB|tv-futbol
97434|FIBRA|300MB|tv-futbol
97435|ADSL|35MB|tv-futbol
97436|FIBRA|200MB|tv-futbol
97437|FIBRA|50MB|tv-total
97438|FIBRA|300MB|tv-total
97439|FIBRA|50MB|tv-familiar
97440|ADSL|10MB|tv-futbol
97441|FIBRA|100MB|tv-futbol
97442|FIBRA|50MB|tv-futbol
97443|ADSL|10MB|tv-familiar
97444|ADSL|10MB|tv-total
97445|ADSL|30MB|tv-familiar
97446|ADSL|35MB|tv-familiar
97447|ADSL|10MB|tv-futbol
97448|ADSL|10MB|tv-futbol
97449|ADSL|25MB|tv-futbol
97450|ADSL|10MB|tv-futbol
97451|ADSL|10MB|tv-familiar
97452|FIBRA|200MB|tv-familiar
97453|ADSL|35MB|tv-familiar
97454|FIBRA|600MB|tv-familiar
97455|ADSL|15MB|tv-total
97456|ADSL|20MB|tv-familiar
97457|ADSL|20MB|tv-futbol
97458|ADSL|35MB|tv-total
97459|ADSL|10MB|tv-familiar
97460|ADSL|25MB|tv-familiar
97461|FIBRA|600MB|tv-futbol
97462|FIBRA|100MB|tv-futbol
97463|ADSL|15MB|tv-familiar
97464|FIBRA|100MB|tv-futbol
97465|ADSL|20MB|tv-futbol
97466|FIBRA|200MB|tv-futbol
97467|FIBRA|300MB|tv-familiar
97468|ADSL|15MB|tv-futbol
97469|FIBRA|50MB|tv-futbol
97470|FIBRA|600MB|tv-familiar
97471|FIBRA|600MB|tv-familiar
97472|ADSL|15MB|tv-futbol
97473|ADSL|30MB|tv-familiar
97474|ADSL|30MB|tv-total
97475|ADSL|35MB|tv-total
97476|ADSL|10MB|tv-familiar
97477|ADSL|35MB|tv-futbol
97478|ADSL|20MB|tv-futbol
97479|FIBRA|200MB|tv-familiar
97480|ADSL|35MB|tv-total
97481|ADSL|35MB|tv-futbol
97482|FIBRA|200MB|tv-familiar
97483|FIBRA|200MB|tv-familiar
97485|FIBRA|200MB|tv-familiar
97486|FIBRA|600MB|tv-familiar
97487|FIBRA|200MB|tv-futbol
97488|FIBRA|200MB|tv-familiar
97489|ADSL|15MB|tv-familiar
97490|ADSL|30MB|tv-total
97491|ADSL|10MB|tv-futbol
97492|FIBRA|300MB|tv-futbol
97493|ADSL|10MB|tv-futbol
97494|FIBRA|300MB|tv-futbol
97495|FIBRA|50MB|tv-familiar
97496|FIBRA|50MB|tv-familiar
97497|ADSL|15MB|tv-futbol
97498|ADSL|30MB|tv-futbol
97499|ADSL|30MB|tv-futbol
97500|FIBRA|50MB|tv-futbol
97501|ADSL|15MB|tv-familiar
97502|ADSL|15MB|tv-total
97503|FIBRA|200MB|tv-futbol
97504|ADSL|35MB|tv-futbol
97505|FIBRA|50MB|tv-familiar
97506|ADSL|35MB|tv-total
97507|ADSL|20MB|tv-familiar
97508|FIBRA|600MB|tv-total
97509|FIBRA|600MB|tv-familiar
97510|ADSL|10MB|tv-familiar
97511|FIBRA|100MB|tv-futbol
97512|ADSL|15MB|tv-familiar
97513|ADSL|20MB|tv-futbol
97514|ADSL|35MB|tv-futbol
97515|ADSL|25MB|tv-total
97516|FIBRA|600MB|tv-futbol
97517|FIBRA|600MB|tv-familiar
97518|ADSL|15MB|tv-familiar
97519|ADSL|30MB|tv-familiar
97520|ADSL|25MB|tv-futbol
97521|FIBRA|100MB|tv-familiar
97522|ADSL|30MB|tv-futbol
97523|FIBRA|600MB|tv-familiar
97524|FIBRA|100MB|tv-total
97525|FIBRA|300MB|tv-familiar
97526|FIBRA|50MB|tv-futbol
97527|FIBRA|50MB|tv-familiar
97528|ADSL|35MB|tv-futbol
97529|FIBRA|600MB|tv-futbol
97530|FIBRA|300MB|tv-futbol
97531|ADSL|10MB|tv-futbol
97532|FIBRA|200MB|tv-familiar
97533|FIBRA|200MB|tv-total
97534|ADSL|35MB|tv-familiar
97535|FIBRA|50MB|tv-total
97536|ADSL|15MB|tv-familiar
97538|ADSL|25MB|tv-familiar
97539|ADSL|35MB|tv-futbol
97540|FIBRA|300MB|tv-futbol
97541|FIBRA|100MB|tv-familiar
97542|ADSL|15MB|tv-futbol
97543|FIBRA|50MB|tv-futbol
97544|FIBRA|50MB|tv-familiar
97546|FIBRA|300MB|tv-familiar
97547|FIBRA|300MB|tv-futbol
97548|FIBRA|50MB|tv-familiar
97549|ADSL|20MB|tv-familiar
97550|FIBRA|300MB|tv-familiar
97551|FIBRA|50MB|tv-familiar
97552|ADSL|35MB|tv-familiar
97553|FIBRA|200MB|tv-familiar
97554|ADSL|15MB|tv-total
97555|ADSL|25MB|tv-familiar
97557|FIBRA|100MB|tv-familiar
97558|ADSL|35MB|tv-familiar
97559|FIBRA|300MB|tv-futbol
97560|ADSL|35MB|tv-futbol
97561|ADSL|10MB|tv-futbol
97562|ADSL|35MB|tv-total
97563|ADSL|15MB|tv-total
97564|FIBRA|200MB|tv-familiar
97565|FIBRA|200MB|tv-familiar
97566|FIBRA|300MB|tv-futbol
97567|FIBRA|100MB|tv-familiar
97569|FIBRA|200MB|tv-familiar
97570|FIBRA|300MB|tv-futbol
97571|FIBRA|200MB|tv-familiar
97572|ADSL|25MB|tv-familiar
97573|FIBRA|200MB|tv-futbol
97574|ADSL|25MB|tv-futbol
97575|ADSL|30MB|tv-familiar
97576|FIBRA|300MB|tv-futbol
97577|ADSL|20MB|tv-futbol
97578|ADSL|35MB|tv-familiar
97579|FIBRA|300MB|tv-futbol
97580|FIBRA|600MB|tv-total
97581|ADSL|25MB|tv-futbol
97582|ADSL|35MB|tv-total
97583|FIBRA|100MB|tv-futbol
97585|FIBRA|200MB|tv-futbol
97586|ADSL|15MB|tv-futbol
97587|FIBRA|300MB|tv-futbol
97588|FIBRA|300MB|tv-total
97589|ADSL|15MB|tv-futbol
97590|ADSL|25MB|tv-futbol
97591|FIBRA|100MB|tv-futbol
97594|FIBRA|300MB|tv-familiar
97595|FIBRA|300MB|tv-futbol
97596|FIBRA|100MB|tv-familiar
97597|ADSL|30MB|tv-familiar
97598|FIBRA|100MB|tv-futbol
97599|ADSL|10MB|tv-futbol
97600|FIBRA|600MB|tv-familiar
97601|FIBRA|300MB|tv-futbol
97602|FIBRA|600MB|tv-familiar
97605|FIBRA|100MB|tv-futbol
97607|FIBRA|200MB|tv-familiar
97609|ADSL|30MB|tv-futbol
97610|FIBRA|300MB|tv-futbol
97611|ADSL|10MB|tv-futbol
97612|ADSL|30MB|tv-familiar
97613|FIBRA|200MB|tv-familiar
97614|ADSL|20MB|tv-futbol
97615|FIBRA|300MB|tv-total
97616|FIBRA|300MB|tv-futbol
97617|FIBRA|100MB|tv-futbol
97618|FIBRA|200MB|tv-futbol
97619|FIBRA|300MB|tv-futbol
97620|FIBRA|600MB|tv-futbol
97621|FIBRA|100MB|tv-futbol
97622|FIBRA|200MB|tv-familiar
97623|FIBRA|50MB|tv-futbol
97624|ADSL|10MB|tv-futbol
97625|ADSL|25MB|tv-futbol
97626|ADSL|15MB|tv-futbol
97627|FIBRA|300MB|tv-futbol
97629|FIBRA|300MB|tv-familiar
97630|FIBRA|100MB|tv-total
97631|ADSL|25MB|tv-futbol
97632|FIBRA|300MB|tv-total
97633|ADSL|25MB|tv-futbol
97634|FIBRA|300MB|tv-familiar
97636|FIBRA|50MB|tv-familiar
97637|ADSL|20MB|tv-familiar
97638|ADSL|25MB|tv-total
97639|FIBRA|200MB|tv-futbol
97640|ADSL|30MB|tv-familiar
97642|ADSL|35MB|tv-futbol
97643|FIBRA|200MB|tv-futbol
97644|FIBRA|100MB|tv-futbol
97645|FIBRA|50MB|tv-futbol
97646|FIBRA|50MB|tv-futbol
97647|FIBRA|300MB|tv-familiar
97648|ADSL|15MB|tv-futbol
97649|ADSL|30MB|tv-futbol
97650|ADSL|35MB|tv-familiar
97651|ADSL|35MB|tv-futbol
97652|FIBRA|600MB|tv-futbol
97653|FIBRA|300MB|tv-familiar
97654|FIBRA|300MB|tv-futbol
97655|ADSL|30MB|tv-futbol
97656|ADSL|10MB|tv-total
97657|ADSL|10MB|tv-futbol
97658|FIBRA|200MB|tv-total
97659|ADSL|10MB|tv-familiar
97660|ADSL|25MB|tv-familiar
97661|ADSL|10MB|tv-futbol
97662|ADSL|35MB|tv-futbol
97663|FIBRA|600MB|tv-total
97664|ADSL|10MB|tv-futbol
97665|FIBRA|100MB|tv-futbol
97666|ADSL|10MB|tv-familiar
97667|FIBRA|300MB|tv-futbol
97668|ADSL|20MB|tv-futbol
97669|FIBRA|600MB|tv-familiar
97670|FIBRA|200MB|tv-futbol
97671|ADSL|10MB|tv-familiar
97672|ADSL|10MB|tv-futbol
97673|ADSL|30MB|tv-futbol
97674|ADSL|20MB|tv-futbol
97675|FIBRA|50MB|tv-total
97676|ADSL|10MB|tv-total
97677|ADSL|15MB|tv-futbol
97678|ADSL|25MB|tv-futbol
97679|ADSL|35MB|tv-futbol
97680|ADSL|15MB|tv-futbol
97681|ADSL|25MB|tv-futbol
97682|ADSL|20MB|tv-futbol
97683|FIBRA|300MB|tv-futbol
97684|ADSL|25MB|tv-futbol
97685|ADSL|35MB|tv-total
97686|ADSL|20MB|tv-futbol
97687|FIBRA|300MB|tv-futbol
97688|ADSL|20MB|tv-familiar
97689|FIBRA|50MB|tv-futbol
97690|FIBRA|300MB|tv-futbol
97691|FIBRA|600MB|tv-total
97692|FIBRA|100MB|tv-futbol
97693|ADSL|25MB|tv-familiar
97694|ADSL|35MB|tv-familiar
97695|FIBRA|600MB|tv-futbol
97696|ADSL|25MB|tv-total
97697|FIBRA|600MB|tv-futbol
97698|FIBRA|200MB|tv-familiar
97699|FIBRA|300MB|tv-total
97700|FIBRA|50MB|tv-futbol
97701|FIBRA|600MB|tv-familiar
97702|ADSL|35MB|tv-futbol
97703|FIBRA|600MB|tv-futbol
97704|FIBRA|600MB|tv-familiar
97705|FIBRA|600MB|tv-futbol
97706|ADSL|35MB|tv-familiar
97707|FIBRA|600MB|tv-futbol
97708|FIBRA|200MB|tv-futbol
97710|ADSL|35MB|tv-futbol
97711|ADSL|25MB|tv-futbol
97713|ADSL|25MB|tv-total
97714|ADSL|30MB|tv-total
97716|FIBRA|200MB|tv-total
97717|ADSL|10MB|tv-futbol
97718|ADSL|10MB|tv-futbol
97719|FIBRA|200MB|tv-futbol
97720|FIBRA|200MB|tv-familiar
97721|FIBRA|200MB|tv-futbol
97722|FIBRA|200MB|tv-futbol
97723|FIBRA|300MB|tv-familiar
97724|FIBRA|300MB|tv-futbol
97725|FIBRA|100MB|tv-total
97726|FIBRA|600MB|tv-futbol
97727|ADSL|25MB|tv-familiar
97728|FIBRA|200MB|tv-familiar
97729|FIBRA|600MB|tv-futbol
97731|FIBRA|300MB|tv-futbol
97732|FIBRA|50MB|tv-familiar
97733|FIBRA|600MB|tv-total
97734|FIBRA|200MB|tv-familiar
97735|ADSL|15MB|tv-familiar
97736|FIBRA|100MB|tv-total
97737|ADSL|35MB|tv-familiar
97738|FIBRA|100MB|tv-futbol
97739|FIBRA|200MB|tv-futbol
97740|FIBRA|50MB|tv-familiar
97741|FIBRA|600MB|tv-familiar
97742|ADSL|15MB|tv-total
97743|ADSL|15MB|tv-futbol
97744|FIBRA|100MB|tv-futbol
97745|FIBRA|100MB|tv-futbol
97746|FIBRA|100MB|tv-futbol
97747|ADSL|20MB|tv-familiar
97748|ADSL|35MB|tv-futbol
97749|ADSL|20MB|tv-futbol
97750|ADSL|15MB|tv-familiar
97751|FIBRA|50MB|tv-futbol
97752|ADSL|10MB|tv-familiar
97753|ADSL|15MB|tv-futbol
97754|FIBRA|600MB|tv-total
97755|FIBRA|600MB|tv-familiar
97756|ADSL|35MB|tv-futbol
97757|FIBRA|600MB|tv-total
97758|FIBRA|600MB|tv-familiar
97760|ADSL|35MB|tv-futbol
97761|ADSL|25MB|tv-futbol
97762|FIBRA|300MB|tv-futbol
97763|ADSL|25MB|tv-familiar
97764|ADSL|15MB|tv-familiar
97765|ADSL|35MB|tv-futbol
97766|ADSL|25MB|tv-familiar
97767|FIBRA|100MB|tv-futbol
97768|FIBRA|300MB|tv-familiar
97769|FIBRA|50MB|tv-futbol
97770|ADSL|15MB|tv-futbol
97771|FIBRA|200MB|tv-total
97772|FIBRA|100MB|tv-familiar
97774|FIBRA|50MB|tv-futbol
97775|ADSL|35MB|tv-futbol
97776|ADSL|35MB|tv-total
97777|FIBRA|600MB|tv-total
97779|ADSL|25MB|tv-futbol
97780|FIBRA|600MB|tv-futbol
97781|ADSL|10MB|tv-futbol
97782|FIBRA|600MB|tv-familiar
97783|ADSL|30MB|tv-familiar
97784|ADSL|20MB|tv-familiar
97785|ADSL|15MB|tv-total
97786|FIBRA|300MB|tv-familiar
97787|ADSL|10MB|tv-familiar
97788|ADSL|10MB|tv-futbol
97789|FIBRA|300MB|tv-familiar
97790|ADSL|25MB|tv-familiar
97791|ADSL|35MB|tv-familiar
97792|FIBRA|50MB|tv-familiar
97793|FIBRA|200MB|tv-futbol
97794|ADSL|35MB|tv-familiar
97795|ADSL|15MB|tv-total
97796|FIBRA|600MB|tv-familiar
97797|ADSL|25MB|tv-familiar
97798|FIBRA|100MB|tv-futbol
97799|FIBRA|50MB|tv-familiar
97800|ADSL|15MB|tv-futbol
97801|ADSL|30MB|tv-futbol
97802|ADSL|10MB|tv-futbol
97805|ADSL|10MB|tv-familiar
97806|ADSL|15MB|tv-futbol
97807|FIBRA|600MB|tv-futbol
97808|ADSL|30MB|tv-familiar
97809|FIBRA|200MB|tv-familiar
97810|ADSL|15MB|tv-total
97811|ADSL|35MB|tv-total
97812|FIBRA|100MB|tv-futbol
97813|FIBRA|200MB|tv-futbol
97814|ADSL|10MB|tv-familiar
97815|ADSL|25MB|tv-familiar
97816|ADSL|25MB|tv-familiar
97817|ADSL|35MB|tv-futbol
97818|ADSL|10MB|tv-futbol
97819|FIBRA|100MB|tv-futbol
97820|FIBRA|600MB|tv-futbol
97821|ADSL|35MB|tv-total
97822|ADSL|30MB|tv-futbol
97823|ADSL|25MB|tv-futbol
97824|FIBRA|200MB|tv-futbol
97825|FIBRA|600MB|tv-futbol
97826|ADSL|35MB|tv-futbol
97827|FIBRA|300MB|tv-futbol
97828|ADSL|15MB|tv-total
97829|FIBRA|200MB|tv-familiar
97830|FIBRA|300MB|tv-futbol
97831|ADSL|30MB|tv-total
97832|FIBRA|50MB|tv-futbol
97833|ADSL|15MB|tv-familiar
97834|ADSL|10MB|tv-total
97835|ADSL|30MB|tv-futbol
97836|FIBRA|600MB|tv-futbol
97837|FIBRA|300MB|tv-futbol
97838|ADSL|20MB|tv-familiar
97839|ADSL|10MB|tv-familiar
97841|ADSL|20MB|tv-futbol
97842|ADSL|15MB|tv-familiar
97844|FIBRA|50MB|tv-futbol
97845|FIBRA|50MB|tv-futbol
97846|FIBRA|300MB|tv-total
97847|ADSL|20MB|tv-futbol
97848|ADSL|10MB|tv-familiar
97849|FIBRA|300MB|tv-futbol
97850|ADSL|15MB|tv-futbol
97851|ADSL|15MB|tv-futbol
97852|ADSL|30MB|tv-futbol
97853|ADSL|15MB|tv-futbol
97854|ADSL|30MB|tv-familiar
97855|ADSL|35MB|tv-total
97856|ADSL|25MB|tv-familiar
97857|FIBRA|200MB|tv-total
97858|FIBRA|200MB|tv-futbol
97859|FIBRA|300MB|tv-futbol
97860|ADSL|10MB|tv-total
97861|ADSL|25MB|tv-total
97863|FIBRA|300MB|tv-total
97865|FIBRA|200MB|tv-futbol
97866|FIBRA|100MB|tv-familiar
97867|FIBRA|600MB|tv-futbol
97868|FIBRA|200MB|tv-total
97869|ADSL|15MB|tv-total
97870|FIBRA|50MB|tv-familiar
97871|FIBRA|100MB|tv-futbol
97873|FIBRA|300MB|tv-familiar
97874|ADSL|20MB|tv-futbol
97875|FIBRA|50MB|tv-futbol
97876|ADSL|10MB|tv-futbol
97877|ADSL|30MB|tv-futbol
97878|FIBRA|300MB|tv-futbol
97879|ADSL|25MB|tv-futbol
97880|ADSL|35MB|tv-futbol
97881|ADSL|10MB|tv-familiar
97882|FIBRA|50MB|tv-familiar
97883|FIBRA|600MB|tv-familiar
97884|FIBRA|200MB|tv-total
97885|ADSL|30MB|tv-familiar
97886|FIBRA|300MB|tv-familiar
97888|ADSL|20MB|tv-total
97889|ADSL|20MB|tv-total
97890|ADSL|30MB|tv-futbol
97891|ADSL|25MB|tv-familiar
97892|FIBRA|600MB|tv-familiar
97894|ADSL|30MB|tv-familiar
97895|FIBRA|300MB|tv-total
97896|FIBRA|600MB|tv-familiar
97897|ADSL|20MB|tv-familiar
97898|ADSL|30MB|tv-futbol
97899|ADSL|35MB|tv-total
97900|ADSL|20MB|tv-familiar
97901|ADSL|20MB|tv-futbol
97902|ADSL|30MB|tv-futbol
97903|FIBRA|100MB|tv-familiar
97904|FIBRA|100MB|tv-familiar
97905|FIBRA|200MB|tv-futbol
97906|FIBRA|100MB|tv-total
97908|FIBRA|300MB|tv-futbol
97910|ADSL|20MB|tv-familiar
97911|ADSL|20MB|tv-futbol
97912|ADSL|25MB|tv-familiar
97913|ADSL|30MB|tv-total
97915|FIBRA|300MB|tv-futbol
97916|ADSL|35MB|tv-total
97917|ADSL|20MB|tv-futbol
97918|ADSL|20MB|tv-familiar
97919|ADSL|30MB|tv-familiar
